utc,nav,balance,unrealized_pl,open_trades,realized_since_config,net_deposits
2026-08-12T07:15:03Z,1842.73,1864.52,-21.78,6,-615.15,0.00
2026-08-12T08:15:02Z,1840.48,1864.52,-24.03,6,-615.15,0.00
2026-08-12T09:15:03Z,1840.05,1864.52,-24.47,6,-615.15,0.00
2026-08-12T10:15:02Z,1840.43,1870.16,-29.73,6,-609.51,0.00
2026-08-12T11:15:03Z,1841.04,1870.16,-29.12,6,-609.51,0.00
2026-08-12T12:15:02Z,1840.15,1870.16,-30.01,6,-609.51,0.00
2026-08-12T13:15:03Z,1847.28,1878.32,-31.04,6,-601.35,0.00
2026-08-12T14:15:02Z,1852.92,1878.32,-25.40,6,-601.35,0.00
2026-08-12T15:15:02Z,1862.51,1884.05,-21.55,6,-595.62,0.00
2026-08-12T16:15:01Z,1851.77,1884.05,-32.28,6,-595.62,0.00
2026-08-12T17:15:02Z,1847.73,1884.05,-36.32,6,-595.62,0.00
2026-08-12T18:15:01Z,1842.69,1888.19,-45.50,6,-591.48,0.00
2026-08-12T19:15:02Z,1841.15,1888.19,-47.03,6,-591.48,0.00
2026-08-12T20:15:04Z,1839.96,1888.19,-48.23,6,-591.48,0.00
2026-08-12T21:15:01Z,1829.96,1882.17,-52.21,6,-591.48,0.00
2026-08-12T22:15:02Z,1839.62,1882.17,-42.55,6,-591.48,0.00
2026-08-12T23:15:02Z,1843.48,1882.17,-38.69,6,-591.48,0.00
2026-08-13T00:15:02Z,1845.61,1882.17,-36.56,6,-591.48,0.00
2026-08-13T01:15:02Z,1848.57,1882.17,-33.60,6,-591.48,0.00
2026-08-13T02:15:01Z,1840.49,1882.17,-41.68,6,-591.48,0.00
